"CustomerID","CustomerName","CustomerType","CustomerRiskClass","CustomerRiskLevel","IsCharityOrg","IsClosed","IsCorrBank","IsFEP","IsMSB","IsOffshoreBank","IsPEP","IsPSP","IsCIB","IsNBFI","IsFCB"
"AVILA..0G4A.000","AVILA GLENN A","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA..0G6A.000","AVILA GUSTAVO ADOLFO","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA..0G6M.000","MEJIA AVILA GERARDO","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA..0G8..000","AVILA GUILLERMO","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA..0J9..000","AVILA JESSIELYNN","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA..0M4..000","AVILA MARIA","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA..0M5..000","AVILA MARVIN","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA./3G8..000","PAINT GUILLERMO AVILA /DBA TECH","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA.C3J6R.000","CANAL JOAQUIN R AVILA","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA.G5F8J.000","AVILA GUILLEN FRANCISCO JAVIER","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA.G5K4S.000","AVILA GUILLEN KETTY SHAMIL","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA.J0H7..000","AVILA HUMBERTO","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA.L4A6F.000","AVILA LARREA ALBERTO FRANCISCO","I","IndMedRisk","Medium","","","","","","","","","","",""
"AVILA.M4L3..000","AVILA MERINO LUIS MIGUEL","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA.M6M4E.000","MANSILLA MARIA ELENA AVILA","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA.R3M5C.000","AVILA RUBIO MARTHA CECILIA","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA.R3Y3A.000","AVILA ROJAS YOHN ALBERTO","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILES.0C4V.000","AVILES CARLA V","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILES.0D3I.000","AVILES DE GONZALEZ DORA ISABEL","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILES.0P4M.000","GUIROLA AVILES PAOLA MARIA","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILES.0R5A.000","GUIROLA AVILES RAFAEL ANTONIO","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILES.0T7M.000","AVILES TERESITA M","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILES.0T7M.001","AVILES TERESITA M.","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILES.5A2R.000","AVILES VALDES ANA RHINA","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILES.6I5C.000","AVILES SIMPSON ISABEL CRISTINA","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILES.9A2C.000","AVILES DE RECINOS ANA CAROLINA","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILEZ.0A5..000","SALMERON AZALIA AVILEZ DE","I","IndLowRisk","Low","","","","","","","","","","",""
"AVOC AC H DC000","AVOCADO ACRES HOMES DEVELOPMENT COR","B","LowRisk","Low","","","","","","","","","","",""
"AVOC SH CE L000","AVOCADO SHOPPING CENTER LLC","B","LowRisk","Low","","","","","","","","","","",""
"AVP         000","AVP INVESTMENTS LLC","B","DefClass","","","","","","","","","","","",""
"AWNI BY AL I000","AWNINGS BY ALEX INC","B","LowRisk","Low","","","","","","","","","","",""
"AWNI SIG IN 000","AWNINGS & SIGNS INC","B","LowRisk","Low","","","","","","","","","","",""
"AXEL...0B3..000","AXEL BRAD","I","IndLowRisk","Low","","","","","","","","","","",""
"AXIO 3   IN 000","AXIOMA 3  INC","B","LowRisk","Low","","","","","","","","","","",""
"AXTO CORPO  000","AXTON CORPORATION","B","LowRisk","Low","","","","","","","","","","",""
"AYALA..0D6..000","AYALA DOMINGA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA..0E3..000","AYALA ERIC","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA..0E4..000","AYALA EYDER","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA..0G4A.000","AYALA GUIDO A","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA..0G4A.001","AYALA GUIDO ANTONIO","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA..0M4..000","AYALA COBOS MARIA FERNANDA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA..0M4J.000","ORELLANA AYALA MARIA JOSE","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA..0M5..000","AYALA MARTHA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA..0N7A.000","AYALA NORBERTO A","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA.B5A5..000","BAZZANI AMANDA AYALA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA.B5A8..001","BAZZANI ALEXANDRA AYALA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA.B5B5L.000","BAZZANI BLANCA L AYALA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA.B5R6..000","BAZZANI ROBERTO AYALA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA.C3V7..000","AYALA COBOS VERONICA ANDREA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA.C4V4E.000","CASTRO VILMA E AYALA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA.C6C7..000","CORREDOR CATALINA AYALA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA.C6C7..001","CORREDOR CRISTINA AYALA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA.C6M4A.000","CORREDOR MARIA ANDREA AYALA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA.L4M4R.000","AYALA LOZADA MARIO RAFAEL","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA.P4M4J.000","AYALA PATINO MARIA JOSE","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA.S3P6..000","AYALA SORTO PEDRINA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA.S5M7R.000","AYALA SALCEDO MAURICIO RAUL","I","IndLowRisk","Low","","","","","","","","","","",""
"AYALA.V4R6F.000","AYALA VITERI ROBERTO FERNANDO","I","IndLowRisk","Low","","","","","","","","","","",""
"AYAN...0C5..001","AYAN CARLOS","I","IndLowRisk","Low","","","","","","","","","","",""
"AYAN...0D4S.000","AYAN DORIS S","I","IndLowRisk","Low","","","","","","","","","","",""
"AYAN...0R6L.000","AYAN RODOLFO L.","I","IndLowRisk","Low","","","","","","","","","","",""
"AYCINEN1F5F.000","ANDRADE AYCINENA FLAVIO FERMIN","I","IndLowRisk","Low","","","","","","","","","","",""
"AYCINEN1F8R.000","MORALEJO AYCINENA FRANCISCO RAFAEL","I","DefClass","","","","","","","","","","","",""
"AYCINEN1R6X.000","ANDRADE AYCINENA RODOLFO XAVIER A","I","IndLowRisk","Low","","","","","","","","","","",""
"AYCINEN7M4V.000","ALBANO MARIA V AYCINENA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYESTAS6J4L.000","AYESTAS TORUNO JORGE LUIS","I","IndMedRisk","Medium","","","","","","","","","","",""
"AYLLON.0F4..000","AYLLON FRANK","I","IndLowRisk","Low","","","","","","","","","","",""
"AYMERIC1A5..000","AYMERICH ADRIAN","I","IndLowRisk","Low","","","","","","","","","","",""
"AYMERIC8A2C.001","AYMERICH PERALTA ANA CRISTINA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYORA.G5M4D.000","AYORA GUEVARA MARIA DANIELA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYOUB..0A4M.000","AYOUB AHMAD MOSTAFA","I","IndLowRisk","Low","","","","","","","","","","",""
"AYRE DE H SD000","AYRE DE HONDURAS SA DE CV","B","MediumRisk","Medium","","","","","","","","","","",""
"AYUBI.A3S4I.001","ATTAF SAMAR ISSAM AYUBI","I","IndLowRisk","Low","","","","","","","","","","",""
"AYUD MI T AA000","AYUDA MIENTRAS TE AYUDAS AMA INC","B","LowRisk","Low","","","","","","","","","","",""
"AYUD NET IN 000","AYUDAUSA NET INC","B","LowRisk","Low","","","","","","","","","","",""
"AZAL DE PO C000","AZALEAS DE POINCIANA CORP","B","LowRisk","Low","","","","","","","","","","",""
"AZAM...0M7..000","AZAM MOHAMMAD","I","IndLowRisk","Low","","","","","","","","","","",""
"AZAN...0A3A.000","AZAN ALEX A","I","IndLowRisk","Low","","","","","","","","","","",""
"AZAN...0B5A.001","AZAN BERTHA A   DENTAL OFFICE","I","IndLowRisk","Low","","","","","","","","","","",""
"AZAR.FO4M5A.000","FONDEUR MIGUEL A AZAR","I","IndLowRisk","Low","","","","","","","","","","",""
"AZEEN..0A3..000","AZEEM AQSA","I","IndLowRisk","Low","","","","","","","","","","",""
"AZNAR..0K4..000","AZNAR KEVIN","I","IndLowRisk","Low","","","","","","","","","","",""
"AZNAR..0N4..000","AZNAR NEIDA","I","IndLowRisk","Low","","","","","","","","","","",""
"AZNAR..0V6N.000","AZNAR VICENTE N","I","IndLowRisk","Low","","","","","","","","","","",""
"AZNAR..0Y4..000","AZNAR YANET","I","IndLowRisk","Low","","","","","","","","","","",""
"AZNAR.V3G8..000","VIOLA GUADALUPE AZNAR","I","IndLowRisk","Low","","","","","","","","","","",""
"AZNAREZ0C5A.000","AZNAREZ CARLOS A","I","IndLowRisk","Low","","","","","","","","","","",""
"AZNAREZ0J3A.000","AZNAREZ JOSE A","I","IndLowRisk","Low","","","","","","","","","","",""
"AZPA CORP   000","A Z PAINTING CORP","B","LowRisk","Low","","","","","","","","","","",""
"AZPIRI.0E6..000","AZPIRI EDUARDO","I","IndLowRisk","Low","","","","","","","","","","",""
"AZPIROZ5J3F.000","COSTA JOSE FERMIN AZPIROZ","I","IndLowRisk","Low","","","","","","","","","","",""
"AZPURUA8T5..000","DE TERESA AZPURUA SOSA MAGGIORINI","I","IndLowRisk","Low","","","","","","","","","","",""
"AZZAM..0O6A.000","AZZAM ORFILIA A","I","IndLowRisk","Low","","","","","","","","","","",""
"B2BO CLU IN 000","B2 BOOSTER CLUB INC","B","LowRisk","Low","","","","","","","","","","",""
"BA¥OS..0A5..000","BA¥OS ALVARO","I","IndLowRisk","Low","","","","","","","","","","",""
"BABA...0S5..000","BABA SYLVIA","I","IndLowRisk","Low","","","","","","","","","","",""
"BABENCO0R5V.000","BABENCO ROMINA V","I","IndLowRisk","Low","","","","","","","","","","",""
"BABENCO0R5V.001","BABENCO ROMINA VANESA","I","IndLowRisk","Low","","","","","","","","","","",""
"BABOOLA1E5..000","BABOOLAL ENISHA","I","IndLowRisk","Low","","","","","","","","","","",""
"BABOOLA1K6K.000","BABOOLAL KHALEEM K","I","IndLowRisk","Low","","","","","","","","","","",""
"BABUN..0A6A.000","BABUN SIKAFFY ALBERTO ALEJANDRO","I","IndLowRisk","Low","","","","","","","","","","",""
"BABUN..0J9M.000","BABUN JACQUELINE M","I","IndLowRisk","Low","","","","","","","","","","",""
"BABUN..0R6M.000","BABUN ROBERTO M","I","IndLowRisk","Low","","","","","","","","","","",""
"BABUN.F9R5M.000","BABUN FRANCO DE V REGINA MIRIAN","I","IndLowRisk","Low","","","","","","","","","","",""
"BABY S  D LD000","BABY'S DRESS LIMITADA DBA","B","LowRisk","Low","","","","","","","","","","",""
"BAC  TEC SA 000","BAC TECHNOLOGY SA","B","MediumRisk","Medium","","","","","","","","","","",""
"BACA...0B5M.000","BACA BLANCA M","I","IndLowRisk","Low","","","","","","","","","","",""
"BACA...0C8A.000","BACA CHRISTIAN A","I","IndLowRisk","Low","","","","","","","","","","",""
"BACA...0E5..000","BACA ELAINE","I","IndLowRisk","Low","","","","","","","","","","",""
"BACA...0F4C.001","BACA FIONA CELINA","I","IndLowRisk","Low","","","","","","","","","","",""
"BACA...0J3L.000","BACA JOSE L","I","IndLowRisk","Low","","","","","","","","","","",""
"BACA...0J5A.000","BACA JAVIER A","I","IndLowRisk","Low","","","","","","","","","","",""
"BACA...0M6R.000","BACA MARISOL RODRIGUEZ","I","IndLowRisk","Low","","","","","","","","","","",""
"BACA.BO4F8J.000","BACA BONILLA FRANCISCO JAVIER","I","IndLowRisk","Low","","","","","","","","","","",""
"BACALLA1G4..000","BACALLAO GEMMA","I","IndLowRisk","Low","","","","","","","","","","",""
"BACALLA1G8..000","BACALLAO GRACEMARY","I","IndLowRisk","Low","","","","","","","","","","",""
"BACALLA1M4A.000","BACALLAO MARIA A","I","IndLowRisk","Low","","","","","","","","","","",""
"BACALLA1P4A.000","BACALLAO PEDRO A","I","IndLowRisk","Low","","","","","","","","","","",""
"BACALLA1V7..000","BACALLAO VLADIMIR","I","IndLowRisk","Low","","","","","","","","","","",""
"BACALLA1V7A.000","BACALLAO VALENTIN A","I","IndLowRisk","Low","","","","","","","","","","",""
"BACALLA9A6J.000","BACALLADO SANTANA ALBERTO JAVIER","I","IndLowRisk","Low","","","","","","","","","","",""
"BACARIS2L4Y.000","BACARISSE LYDIA YVONNE","I","IndLowRisk","Low","","","","","","","","","","",""
"BACARO.0C9..000","BACARO CONCEPCION","I","IndLowRisk","Low","","","","","","","","","","",""
"BACARO.0J3R.000","BACARO JOSE R","I","IndLowRisk","Low","","","","","","","","","","",""
"BACARO.0R4F.000","BACARO RAMON F","I","IndLowRisk","Low","","","","","","","","","","",""
"BACARO.6M5A.000","PEDROZA MANUEL A BACARO","I","IndLowRisk","Low","","","","","","","","","","",""
"BACH...0M5R.000","BACH MARCUS R","I","IndLowRisk","Low","","","","","","","","","","",""
"BACHLI.9H4..000","VON HEIDI BACHLI DE AHN","I","IndLowRisk","Low","","","","","","","","","","",""
"BACK S   A  000","BACKERLAND S A","B","LowRisk","Low","","","","","","","","","","",""
"BACO CORPO  000","BACORI CORPORATION","B","LowRisk","Low","","","","","","","","","","",""
"BACON..0T6T.000","BACON TALASSA T","I","IndLowRisk","Low","","","","","","","","","","",""
"BACON.F5R5..000","BACON FONSECA RAQUEL","I","IndLowRisk","Low","","","","","","","","","","",""
"BADA INV LL 000","BADAJOZ INVESTMENTS LLC","B","LowRisk","Low","","","","","","","","","","",""
"BADOS..0J4J.000","BADOS JORGE J","I","IndLowRisk","Low","","","","","","","","","","",""
"BADUY.A2A6R.001","AUAD ANTONIO RACHID BADUY","I","IndLowRisk","Low","","","","","","","","","","",""
"BADUY.E8R5A.000","ECHEVERRIA RAFAEL A BADUY","I","IndLowRisk","Low","","","","","","","","","","",""
"BADUY.H4A6F.001","HUERTA ANTONIO FRANCISCO BADUY","I","IndLowRisk","Low","","","","","","","","","","",""
"BAENA..0M4..000","BAENA MARIA","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZ AU SE I000","BAEZ AUTO SERVICE INC","B","LowRisk","Low","","","","","","","","","","",""
"BAEZ...0B6..000","BAEZ BRAULIO","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZ...0J6..001","BAEZ JESSICA","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZ...0L4M.000","BAEZ LUISA M","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZ...0O6A.000","BAEZ ORTELIO A","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZ...0R6P.000","BAEZ REBECCA PEREZ","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZ...0R7J.000","MOLINA BAEZ RAIMUNDO JOSE","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZ...0S7A.000","BAEZ SIGFREDO A","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZ.AN2B6..000","GLORIA BRAULIO BAEZ AND BAEZ","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZ.CA5F4J.000","BAEZ CAMINERO FAVIO JOSE","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZ.DE7M7..000","BAEZ DE INFANTE MICHELLE","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZ.FR3C7..000","FREIRE CRISTINA BAEZ","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZ.PU3M5..000","BAEZ PULIDO MARINO","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZ.RE9B6..000","REAL BRAULIO BAEZ REG. ESTATE BROK","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZ.ZA4E5..000","ZARRAGA EVILIA BAEZ","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZA..0A6..000","BAEZA ADNALOY","I","IndLowRisk","Low","","","","","","","","","","",""
"BAEZA.M0D1L.000","BAEZA DR LUIS MARIO MEZQUITA ITF","I","IndLowRisk","Low","","","","","","","","","","",""
"BAGGIA.0D6..000","BAGGIA DANIELA","I","IndLowRisk","Low","","","","","","","","","","",""
"BAGGIA.5D6..000","BAGGIA ZUNIGA DOUGLAS","I","IndLowRisk","Low","","","","","","","","","","",""
"BAGGIA.5G4P.000","BAGGIA ZUNIGA GILDA PATRICIA","I","IndLowRisk","Low","","","","","","","","","","",""
"BAGGIA.8D6P.000","BAGGIA SAGASTUME DOUGLAS POMPILIO","I","IndLowRisk","Low","","","","","","","","","","",""
"BAGGIO.0D7J.000","BAGGIO DOMINGOS JOSE","I","IndLowRisk","Low","","","","","","","","","","",""
"BAGLION1A6..000","BAGLIONE AURELIO","I","IndLowRisk","Low","","","","","","","","","","",""
"BAGLION1A8..000","BAGLIONE ALEXANDER","I","IndLowRisk","Low","","","","","","","","","","",""
"BAGNARA0A6..000","BAGNARA ALFREDO","I","IndLowRisk","Low","","","","","","","","","","",""
"BAHA FA T SI000","BAHAMAS FAST TRACK SHIPPING INC","B","MediumRisk","Medium","","","","","","","","","","",""
"BAHA STU AS 000","BAHAMIAN STUDENTS ASSOCIATION","B","LowRisk","Low","","","","","","","","","","",""
"BAHAIA.6S5E.000","BAHAIA DE SACA SANDRA E","I","IndLowRisk","Low","","","","","","","","","","",""
"BAHAMON0H5..000","BAHAMON HAROLD","I","IndLowRisk","Low","","","","","","","","","","",""
"BAHI HO S MC000","BAHIA HONDA SCRAP METAL CORPORATION","B","LowRisk","Low","","","","","","","","","","",""
"BAHR.HE4R6E.000","BAHR HEPBURN RICARDO E","I","IndLowRisk","Low","","","","","","","","","","",""
"BAHR.MA6R6M.000","BAHR MARADIAGA RICARDO M","I","IndLowRisk","Low","","","","","","","","","","",""
"BAIB INC    000","BAIBUK INC","B","LowRisk","Low","","","","","","","","","","",""
"BAIKOVI2A6..000","BAIKOVITZ ABRAHAM","I","IndLowRisk","Low","","","","","","","","","","",""
"BAIKOVI2H5I.000","BAIKOVITZ HOWARD I","I","IndLowRisk","Low","","","","","","","","","","",""
"BAIKOVI2S3..000","BAIKOVITZ SIMA","I","IndLowRisk","Low","","","","","","","","","","",""
"BAILEY.0B4F.001","BAILEY BETTY FLANERY","I","IndLowRisk","Low","","","","","","","","","","",""
"BAILEY.0M6L.000","BAILEY MICHAEL L","I","DefClass","","","","","","","","","","","",""
"BAILLIE0B4G.000","BAILLIE BRUCE GARDNER","I","IndLowRisk","Low","","","","","","","","","","",""
"BAILLIE0S5E.000","BAILLIE SHARON ELIZABETH","I","IndLowRisk","Low","","","","","","","","","","",""
"BAIN...0J4D.000","BAIN JANIE D","I","IndLowRisk","Low","","","","","","","","","","",""
"BAIN...0R5I.000","BAIN ROBERT I","I","IndLowRisk","Low","","","","","","","","","","",""
"BAIRES.0C5E.000","BAIRES CARLOS ERNESTO","I","IndLowRisk","Low","","","","","","","","","","",""
"BAIRES.0C6M.000","GUANDIQUE DE BAIRES CECILIA MARIA A","I","IndLowRisk","Low","","","","","","","","","","",""
"BAIRES.5K4P.000","BAIRES DE CHAVEZ KARLA PATRICIA","I","IndLowRisk","Low","","","","","","","","","","",""
"BAISCH.0J0..000","BAISCH J","I","IndLowRisk","Low","","","","","","","","","","",""
"BAISCH.0J3A.000","BAISCH JOHN A","I","IndLowRisk","Low","","","","","","","","","","",""
"BAIXAUL1M4E.000","BAIXAULI MARIA E","I","IndLowRisk","Low","","","","","","","","","","",""
"BAIZ.GU3F7C.000","BAIZ GUEDES FERNANDO CARLO","I","IndLowRisk","Low","","","","","","","","","","",""
"BAJOS..0K5..000","BAJOS KRIZIA","I","IndLowRisk","Low","","","","","","","","","","",""
"BAJOS..0S6..000","BAJOS STEFANO","I","IndLowRisk","Low","","","","","","","","","","",""
"BAKALAR0R5..000","BAKALAR RAQUEL","I","IndLowRisk","Low","","","","","","","","","","",""
"BAKALAR5T2R.000","BAKALAR TRUST AGREEMENT THE RAQUEL","I","IndLowRisk","Low","","","","","","","","","","",""
"BAKER..0B4..000","BAKER BILLY STEPHEN","I","IndLowRisk","Low","","","","","","","","","","",""
"BAKER..0L4..000","BAKER LAURA","I","IndLowRisk","Low","","","","","","","","","","",""
"BAKER.I1G5E.000","BAKER III GEORGE EDGAR","I","IndLowRisk","Low","","","","","","","","","","",""
"BAKSH..0A4..000","BAKSH AADIL","I","IndLowRisk","Low","","","","","","","","","","",""
"BALAGUE1F8..000","BALAGUER-PALMER FRANCISCA","I","IndLowRisk","Low","","","","","","","","","","",""
"BALAGUE1M4E.000","BALAGUER MAYRA E","I","IndLowRisk","Low","","","","","","","","","","",""
"BALAKIS4R4..000","MENON RAJAN BALAKISHNA MENON","I","IndLowRisk","Low","","","","","","","","","","",""
"BALAREZ1L3F.000","BALAREZO RODRIGUEZ LUIS FERNANDO","I","IndLowRisk","Low","","","","","","","","","","",""
"BALAREZ1M4E.000","BALAREZO MARIA ELENA","I","IndLowRisk","Low","","","","","","","","","","",""
"BALAREZ1M4E.001","BALAREZO MARIA ELENA","I","IndLowRisk","Low","","","","","","","","","","",""
"BALAREZ7E6..000","BALAREZO HILBCK EDUARDO","I","IndLowRisk","Low","","","","","","","","","","",""
"BALAREZ7M4E.000","ROSSEL MARIA ELENA BALAREZO","I","IndLowRisk","Low","","","","","","","","","","",""
"BALB AU PA I000","BALBOA AUTO PARTS INC.","B","LowRisk","Low","","","","","","","","","","",""
